ID,Geno,SizeRE,Genotype,PotPlug,Density,Chamber,Tray,Season,MatFr,ImmFr,Flowers,BasBr,PrimBr,TotBr,Height,FailedFr,LeafNum,Diam,Leaves dead when measured (Y= yes),SizeOrig
47,E,Small,E16_T1_30,Plug,Low,R25T,NA,Late,353,NA,11,2,9,22,469,8,NA,NA,NA,Big
187,D,Small,E03_T1_35,Plug,Low,R20B,NA,Late,353,NA,7,5,9,34,472,2,NA,NA,NA,Small
158,A,Small,E03_T1_29,Plug,Low,R21B,NA,Late,353,NA,1,6,11,37,381,0,NA,NA,NA,Small
253,L,Big,E16_23,Pot,Low,R21B,NA,Late,354,NA,13,4,13,30,411,2,NA,NA,NA,Small
117,H,Big,E16_07,Pot,Low,R20B,NA,Late,357,NA,30,1,8,55,481,107,NA,NA,NA,Big
181,D,Small,E03_T1_35,Plug,Low,R21B,NA,Late,360,NA,0,4,13,30,366,2,NA,NA,NA,Small
71,B,Small,E16_T1_26,Plug,Low,R25T,NA,Late,367,NA,1,4,9,16,328,9,NA,NA,NA,Big
281,F,Small,E03_06,Pot,Low,R24T,NA,Late,368,NA,71,4,7,19,516,2,NA,NA,NA,Small
43,E,Small,E16_T1_30,Plug,Low,R20B,NA,Late,369,NA,0,2,8,17,559,27,NA,NA,NA,Big
20,I,Big,E16_20,Pot,Low,R20B,NA,Late,371,NA,0,1,8,24,422,6,NA,NA,NA,Big
21,I,Big,E16_20,Pot,Low,R20B,NA,Late,376,NA,6,1,10,27,468,3,NA,NA,NA,Big
96,J,Big,E16_19,Pot,Low,R25T,NA,Late,378,NA,0,1,5,21,465,26,NA,NA,NA,Big
186,D,Small,E03_T1_35,Plug,Low,R24T,NA,Late,378,NA,0,7,12,31,452,0,NA,NA,NA,Small
185,D,Small,E03_T1_35,Plug,Low,R24T,NA,Late,381,NA,0,8,11,24,449,2,NA,NA,NA,Small
188,D,Small,E03_T1_35,Plug,Low,R20B,NA,Late,384,NA,1,5,8,39,486,8,NA,NA,NA,Small
279,F,Small,E03_06,Pot,Low,R21B,NA,Late,397,NA,16,4,9,25,476,5,NA,NA,NA,Small
165,A,Small,E03_T1_29,Plug,Low,R20B,NA,Late,406,NA,7,5,10,41,462,4,NA,NA,NA,Small
190,D,Small,E03_T1_35,Plug,Low,R25T,NA,Late,419,NA,11,2,19,37,354,10,NA,NA,NA,Small
164,A,Small,E03_T1_29,Plug,Low,R20B,NA,Late,425,NA,0,1,13,33,407,4,NA,NA,NA,Small
163,A,Small,E03_T1_29,Plug,Low,R20B,NA,Late,433,NA,0,5,11,30,479,4,NA,NA,NA,Small
162,A,Small,E03_T1_29,Plug,Low,R24T,NA,Late,435,NA,0,7,13,27,465,39,NA,NA,NA,Small
168,A,Small,E03_T1_29,Plug,Low,R25T,NA,Late,437,NA,4,5,7,30,456,1,NA,NA,NA,Small
85,J,Big,E16_19,Pot,Low,R21B,NA,Late,443,NA,0,1,8,28,501,0,NA,NA,NA,Big
285,F,Small,E03_06,Pot,Low,R20B,NA,Late,446,NA,16,8,7,34,489,4,NA,NA,NA,Small
44,E,Small,E16_T1_30,Plug,Low,R20B,NA,Late,472,NA,13,4,8,25,554,10,NA,NA,NA,Big
259,L,Big,E16_23,Pot,Low,R20B,NA,Late,477,NA,17,1,11,29,435,4,NA,NA,NA,Small
72,B,Small,E16_T1_26,Plug,Low,R25T,NA,Late,486,NA,1,4,9,36,325,2,NA,NA,NA,Big
41,E,Small,E16_T1_30,Plug,Low,R24T,NA,Late,499,NA,13,5,11,28,441,6,NA,NA,NA,Big
2,I,Big,E16_20,Pot,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
4,I,Big,E16_20,Pot,High,R24B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,21,25.33,Y,Big
6,I,Big,E16_20,Pot,High,R24B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
7,I,Big,E16_20,Pot,High,R23T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,34,57.62,Y,Big
8,I,Big,E16_20,Pot,High,R23T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,31,38.05,Y,Big
9,I,Big,E16_20,Pot,High,R23T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,33,46.93,Y,Big
10,I,Big,E16_20,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,42,38.89,NA,Big
11,I,Big,E16_20,Pot,High,R25B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,35,38.44,Y,Big
12,I,Big,E16_20,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,36,46.79,Y,Big
13,I,Big,E16_20,Pot,Low,R21B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,51,78.1,Y,Big
14,I,Big,E16_20,Pot,Low,R21B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,47,63.01,Y,Big
15,I,Big,E16_20,Pot,Low,R21B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
16,I,Big,E16_20,Pot,Low,R24T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,48,82.32,Y,Big
49,B,Small,E16_T1_26,Plug,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
50,B,Small,E16_T1_26,Plug,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
51,B,Small,E16_T1_26,Plug,High,R21T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,8,7.11,Y,Big
64,B,Small,E16_T1_26,Plug,Low,R24T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
73,J,Big,E16_19,Pot,High,R21T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
74,J,Big,E16_19,Pot,High,R21T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
76,J,Big,E16_19,Pot,High,R24B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
97,H,Big,E16_07,Pot,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,31,27.9,Y,Big
98,H,Big,E16_07,Pot,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,34,37.1,Y,Big
99,H,Big,E16_07,Pot,High,R21T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,28,15.02,NA,Big
100,H,Big,E16_07,Pot,High,R24B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,27,24.83,Y,Big
101,H,Big,E16_07,Pot,High,R24B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,36,34.18,Y,Big
102,H,Big,E16_07,Pot,High,R24B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,26,26.11,Y,Big
104,H,Big,E16_07,Pot,High,R23T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,42,43.57,Y,Big
105,H,Big,E16_07,Pot,High,R23T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,43,39.77,Y,Big
106,H,Big,E16_07,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,35,42.44,Y,Big
107,H,Big,E16_07,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,37,38.34,Y,Big
115,H,Big,E16_07,Pot,Low,R20B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,40,67.77,Y,Big
143,C,Small,E03_04,Pot,Low,R25T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
145,A,Small,E03_T1_29,Plug,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
147,A,Small,E03_T1_29,Plug,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,9,12.88,NA,Small
195,K,Big,E16_06,Pot,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,24,48.08,Y,Small
196,K,Big,E16_06,Pot,High,R24B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,26,35.52,Y,Small
198,K,Big,E16_06,Pot,High,R24B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
199,K,Big,E16_06,Pot,High,R23T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,32,38.14,Y,Small
200,K,Big,E16_06,Pot,High,R23T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,35,44.59,Y,Small
202,K,Big,E16_06,Pot,High,R25B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,43,40.85,Y,Small
203,K,Big,E16_06,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,37,33.25,Y,Small
204,K,Big,E16_06,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,36,32.97,Y,Small
217,G,Big,E16_04,Pot,High,R21T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,19,22.58,Y,Small
218,G,Big,E16_04,Pot,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,28,37.78,Y,Small
219,G,Big,E16_04,Pot,High,R21T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,35,35.28,NA,Small
220,G,Big,E16_04,Pot,High,R24B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,41,35.95,Y,Small
221,G,Big,E16_04,Pot,High,R24B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,31,23.31,NA,Small
222,G,Big,E16_04,Pot,High,R24B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,23,23.33,NA,Small
223,G,Big,E16_04,Pot,High,R23T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,38,51,Y,Small
224,G,Big,E16_04,Pot,High,R23T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,38,33.14,Y,Small
225,G,Big,E16_04,Pot,High,R23T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,39,38.69,Y,Small
226,G,Big,E16_04,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,39,44.2,Y,Small
227,G,Big,E16_04,Pot,High,R25B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,41,28.2,Y,Small
228,G,Big,E16_04,Pot,High,R25B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,36,31.14,Y,Small
232,G,Big,E16_04,Pot,Low,R24T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
242,L,Big,E16_23,Pot,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
243,L,Big,E16_23,Pot,High,R21T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,30,34.72,Y,Small
245,L,Big,E16_23,Pot,High,R24B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,40,41.65,Y,Small
246,L,Big,E16_23,Pot,High,R24B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,34,28.01,Y,Small
247,L,Big,E16_23,Pot,High,R23T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,37,45.54,Y,Small
248,L,Big,E16_23,Pot,High,R23T,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,31,38.92,NA,Small
249,L,Big,E16_23,Pot,High,R23T,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,34,35.91,Y,Small
250,L,Big,E16_23,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
251,L,Big,E16_23,Pot,High,R25B,1,Early,NA,NA,NA,NA,NA,NA,NA,NA,40,33.77,NA,Small
252,L,Big,E16_23,Pot,High,R25B,2,Early,NA,NA,NA,NA,NA,NA,NA,NA,27,23.26,Y,Small
2,I,Big,E16_20,Pot,High,R21T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
6,I,Big,E16_20,Pot,High,R24B,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
49,B,Small,E16_T1_26,Plug,High,R21T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
50,B,Small,E16_T1_26,Plug,High,R21T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
64,B,Small,E16_T1_26,Plug,Low,R24T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
74,J,Big,E16_19,Pot,High,R21T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
76,J,Big,E16_19,Pot,High,R24B,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
143,C,Small,E03_04,Pot,Low,R25T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big
145,A,Small,E03_T1_29,Plug,High,R21T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
232,G,Big,E16_04,Pot,Low,R24T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
242,L,Big,E16_23,Pot,High,R21T,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
250,L,Big,E16_23,Pot,High,R25B,NA,Late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small
